nohup: ignoring input
2025-05-11 22:26:47 - INFO - Setup for laplace_truedp ...
2025-05-11 22:26:47 - INFO - Skipping existing 1e-05 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.0001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.011 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.021 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.031 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.041 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.051 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.061 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.071 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.081 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.091 ...
2025-05-12 03:57:07 - INFO - Training for patient 203 ...
2025-05-12 03:57:16 - INFO - Training for patient 205 ...
2025-05-12 03:57:25 - INFO - Training for patient 208 ...
2025-05-12 03:57:33 - INFO - Training for patient 210 ...
2025-05-12 03:57:43 - INFO - Training for patient 212 ...
2025-05-12 03:57:55 - INFO - Training for patient 214 ...
2025-05-12 03:58:06 - INFO - Training for patient 215 ...
2025-05-12 03:58:17 - INFO - Training for patient 219 ...
2025-05-12 03:58:28 - INFO - Training for patient 220 ...
2025-05-12 03:58:37 - INFO - Training for patient 221 ...
2025-05-12 03:58:44 - INFO - Training for patient 228 ...
2025-05-12 03:58:54 - INFO - Training for patient 230 ...
2025-05-12 03:59:04 - INFO - Training for patient 231 ...
2025-05-12 03:59:12 - INFO - Training for patient 232 ...
2025-05-12 03:59:23 - INFO - Training for patient 233 ...
2025-05-12 03:59:32 - INFO - Repeat 7/10 for epsilon 0.61
2025-05-12 03:59:32 - INFO - Training for patient 100 ...
2025-05-12 03:59:42 - INFO - Training for patient 101 ...
2025-05-12 03:59:51 - INFO - Training for patient 103 ...
2025-05-12 04:00:00 - INFO - Training for patient 106 ...
2025-05-12 04:00:09 - INFO - Training for patient 108 ...
2025-05-12 04:00:17 - INFO - Training for patient 109 ...
2025-05-12 04:00:25 - INFO - Training for patient 111 ...
2025-05-12 04:00:35 - INFO - Training for patient 112 ...
2025-05-12 04:00:46 - INFO - Training for patient 113 ...
2025-05-12 04:00:57 - INFO - Training for patient 115 ...
2025-05-12 04:01:08 - INFO - Training for patient 116 ...
2025-05-12 04:01:18 - INFO - Training for patient 117 ...
2025-05-12 04:01:27 - INFO - Training for patient 118 ...
2025-05-12 04:01:38 - INFO - Training for patient 119 ...
2025-05-12 04:01:50 - INFO - Training for patient 121 ...
2025-05-12 04:01:59 - INFO - Training for patient 122 ...
2025-05-12 04:02:09 - INFO - Training for patient 123 ...
2025-05-12 04:02:17 - INFO - Training for patient 124 ...
2025-05-12 04:02:28 - INFO - Training for patient 200 ...
2025-05-12 04:02:38 - INFO - Training for patient 203 ...
2025-05-12 04:02:50 - INFO - Training for patient 205 ...
2025-05-12 04:02:58 - INFO - Training for patient 208 ...
2025-05-12 04:03:10 - INFO - Training for patient 210 ...
2025-05-12 04:03:22 - INFO - Training for patient 212 ...
2025-05-12 04:03:31 - INFO - Training for patient 214 ...
2025-05-12 04:03:40 - INFO - Training for patient 215 ...
2025-05-12 04:03:50 - INFO - Training for patient 219 ...
2025-05-12 04:04:00 - INFO - Training for patient 220 ...
2025-05-12 04:04:09 - INFO - Training for patient 221 ...
2025-05-12 04:04:16 - INFO - Training for patient 228 ...
2025-05-12 04:04:25 - INFO - Training for patient 230 ...
2025-05-12 04:04:34 - INFO - Training for patient 231 ...
2025-05-12 04:04:41 - INFO - Training for patient 232 ...
2025-05-12 04:04:52 - INFO - Training for patient 233 ...
2025-05-12 04:05:00 - INFO - Repeat 8/10 for epsilon 0.61
2025-05-12 04:05:00 - INFO - Training for patient 100 ...
2025-05-12 04:05:09 - INFO - Training for patient 101 ...
2025-05-12 04:05:18 - INFO - Training for patient 103 ...
2025-05-12 04:05:27 - INFO - Training for patient 106 ...
2025-05-12 04:05:38 - INFO - Training for patient 108 ...
2025-05-12 04:05:47 - INFO - Training for patient 109 ...
2025-05-12 04:05:56 - INFO - Training for patient 111 ...
2025-05-12 04:06:05 - INFO - Training for patient 112 ...
2025-05-12 04:06:14 - INFO - Training for patient 113 ...
2025-05-12 04:06:26 - INFO - Training for patient 115 ...
2025-05-12 04:06:34 - INFO - Training for patient 116 ...
2025-05-12 04:06:46 - INFO - Training for patient 117 ...
2025-05-12 04:06:54 - INFO - Training for patient 118 ...
2025-05-12 04:07:03 - INFO - Training for patient 119 ...
2025-05-12 04:07:13 - INFO - Training for patient 121 ...
2025-05-12 04:07:22 - INFO - Training for patient 122 ...
2025-05-12 04:07:31 - INFO - Training for patient 123 ...
2025-05-12 04:07:40 - INFO - Training for patient 124 ...
2025-05-12 04:07:49 - INFO - Training for patient 200 ...
2025-05-12 04:07:58 - INFO - Training for patient 203 ...
2025-05-12 04:08:10 - INFO - Training for patient 205 ...
2025-05-12 04:08:18 - INFO - Training for patient 208 ...
2025-05-12 04:08:29 - INFO - Training for patient 210 ...
2025-05-12 04:08:40 - INFO - Training for patient 212 ...
2025-05-12 04:08:52 - INFO - Training for patient 214 ...
2025-05-12 04:09:00 - INFO - Training for patient 215 ...
2025-05-12 04:09:11 - INFO - Training for patient 219 ...
2025-05-12 04:09:24 - INFO - Training for patient 220 ...
2025-05-12 04:09:32 - INFO - Training for patient 221 ...
2025-05-12 04:09:40 - INFO - Training for patient 228 ...
2025-05-12 04:09:47 - INFO - Training for patient 230 ...
2025-05-12 04:09:58 - INFO - Training for patient 231 ...
2025-05-12 04:10:08 - INFO - Training for patient 232 ...
2025-05-12 04:10:18 - INFO - Training for patient 233 ...
2025-05-12 04:10:26 - INFO - Repeat 9/10 for epsilon 0.61
2025-05-12 04:10:26 - INFO - Training for patient 100 ...
2025-05-12 04:10:37 - INFO - Training for patient 101 ...
2025-05-12 04:10:46 - INFO - Training for patient 103 ...
2025-05-12 04:10:53 - INFO - Training for patient 106 ...
2025-05-12 04:11:02 - INFO - Training for patient 108 ...
2025-05-12 04:11:13 - INFO - Training for patient 109 ...
2025-05-12 04:11:25 - INFO - Training for patient 111 ...
2025-05-12 04:11:33 - INFO - Training for patient 112 ...
2025-05-12 04:11:42 - INFO - Training for patient 113 ...
2025-05-12 04:11:51 - INFO - Training for patient 115 ...
2025-05-12 04:11:59 - INFO - Training for patient 116 ...
2025-05-12 04:12:07 - INFO - Training for patient 117 ...
2025-05-12 04:12:13 - INFO - Training for patient 118 ...
2025-05-12 04:12:22 - INFO - Training for patient 119 ...
2025-05-12 04:12:30 - INFO - Training for patient 121 ...
2025-05-12 04:12:40 - INFO - Training for patient 122 ...
2025-05-12 04:12:49 - INFO - Training for patient 123 ...
2025-05-12 04:12:58 - INFO - Training for patient 124 ...
2025-05-12 04:13:08 - INFO - Training for patient 200 ...
2025-05-12 04:13:15 - INFO - Training for patient 203 ...
2025-05-12 04:13:25 - INFO - Training for patient 205 ...
2025-05-12 04:13:34 - INFO - Training for patient 208 ...
2025-05-12 04:13:42 - INFO - Training for patient 210 ...
2025-05-12 04:13:51 - INFO - Training for patient 212 ...
2025-05-12 04:14:00 - INFO - Training for patient 214 ...
2025-05-12 04:14:09 - INFO - Training for patient 215 ...
2025-05-12 04:14:18 - INFO - Training for patient 219 ...
2025-05-12 04:14:30 - INFO - Training for patient 220 ...
2025-05-12 04:14:38 - INFO - Training for patient 221 ...
2025-05-12 04:14:47 - INFO - Training for patient 228 ...
2025-05-12 04:14:57 - INFO - Training for patient 230 ...
2025-05-12 04:15:05 - INFO - Training for patient 231 ...
2025-05-12 04:15:16 - INFO - Training for patient 232 ...
2025-05-12 04:15:24 - INFO - Training for patient 233 ...
2025-05-12 04:15:31 - INFO - Repeat 10/10 for epsilon 0.61
2025-05-12 04:15:31 - INFO - Training for patient 100 ...
2025-05-12 04:15:45 - INFO - Training for patient 101 ...
2025-05-12 04:15:54 - INFO - Training for patient 103 ...
2025-05-12 04:16:01 - INFO - Training for patient 106 ...
2025-05-12 04:16:10 - INFO - Training for patient 108 ...
2025-05-12 04:16:21 - INFO - Training for patient 109 ...
2025-05-12 04:16:30 - INFO - Training for patient 111 ...
2025-05-12 04:16:39 - INFO - Training for patient 112 ...
2025-05-12 04:16:50 - INFO - Training for patient 113 ...
2025-05-12 04:16:59 - INFO - Training for patient 115 ...
2025-05-12 04:17:08 - INFO - Training for patient 116 ...
2025-05-12 04:17:19 - INFO - Training for patient 117 ...
2025-05-12 04:17:29 - INFO - Training for patient 118 ...
2025-05-12 04:17:37 - INFO - Training for patient 119 ...
2025-05-12 04:17:49 - INFO - Training for patient 121 ...
2025-05-12 04:17:58 - INFO - Training for patient 122 ...
2025-05-12 04:18:07 - INFO - Training for patient 123 ...
2025-05-12 04:18:17 - INFO - Training for patient 124 ...
2025-05-12 04:18:25 - INFO - Training for patient 200 ...
2025-05-12 04:18:36 - INFO - Training for patient 203 ...
2025-05-12 04:18:46 - INFO - Training for patient 205 ...
2025-05-12 04:18:54 - INFO - Training for patient 208 ...
2025-05-12 04:19:04 - INFO - Training for patient 210 ...
2025-05-12 04:19:14 - INFO - Training for patient 212 ...
2025-05-12 04:19:24 - INFO - Training for patient 214 ...
2025-05-12 04:19:36 - INFO - Training for patient 215 ...
2025-05-12 04:19:46 - INFO - Training for patient 219 ...
2025-05-12 04:19:59 - INFO - Training for patient 220 ...
2025-05-12 04:20:08 - INFO - Training for patient 221 ...
2025-05-12 04:20:16 - INFO - Training for patient 228 ...
2025-05-12 04:20:26 - INFO - Training for patient 230 ...
2025-05-12 04:20:35 - INFO - Training for patient 231 ...
2025-05-12 04:20:43 - INFO - Training for patient 232 ...
2025-05-12 04:20:53 - INFO - Training for patient 233 ...
2025-05-12 04:21:03 - INFO - All repeats for epsilon 0.61 done. Saving now ...
2025-05-12 04:21:14 - INFO - Starting with epsilon 0.71 ...
2025-05-12 04:21:14 - INFO - Repeat 1/10 for epsilon 0.71
2025-05-12 04:21:14 - INFO - Training for patient 100 ...
2025-05-12 04:21:25 - INFO - Training for patient 101 ...
2025-05-12 04:21:35 - INFO - Training for patient 103 ...
2025-05-12 04:21:45 - INFO - Training for patient 106 ...
2025-05-12 04:21:57 - INFO - Training for patient 108 ...
2025-05-12 04:22:05 - INFO - Training for patient 109 ...
2025-05-12 04:22:13 - INFO - Training for patient 111 ...
2025-05-12 04:22:22 - INFO - Training for patient 112 ...
2025-05-12 04:22:33 - INFO - Training for patient 113 ...
2025-05-12 04:22:41 - INFO - Training for patient 115 ...
2025-05-12 04:22:50 - INFO - Training for patient 116 ...
2025-05-12 04:23:00 - INFO - Training for patient 117 ...
2025-05-12 04:23:09 - INFO - Training for patient 118 ...
2025-05-12 04:23:20 - INFO - Training for patient 119 ...
2025-05-12 04:23:29 - INFO - Training for patient 121 ...
2025-05-12 04:23:40 - INFO - Training for patient 122 ...
2025-05-12 04:23:51 - INFO - Training for patient 123 ...
2025-05-12 04:23:59 - INFO - Training for patient 124 ...
2025-05-12 04:24:09 - INFO - Training for patient 200 ...
2025-05-12 04:24:17 - INFO - Training for patient 203 ...
2025-05-12 04:24:26 - INFO - Training for patient 205 ...
2025-05-12 04:24:35 - INFO - Training for patient 208 ...
2025-05-12 04:24:44 - INFO - Training for patient 210 ...
2025-05-12 04:24:54 - INFO - Training for patient 212 ...
2025-05-12 04:25:07 - INFO - Training for patient 214 ...
2025-05-12 04:25:16 - INFO - Training for patient 215 ...
2025-05-12 04:25:27 - INFO - Training for patient 219 ...
2025-05-12 04:25:36 - INFO - Training for patient 220 ...
2025-05-12 04:25:43 - INFO - Training for patient 221 ...
2025-05-12 04:25:53 - INFO - Training for patient 228 ...
2025-05-12 04:26:03 - INFO - Training for patient 230 ...
2025-05-12 04:26:13 - INFO - Training for patient 231 ...
2025-05-12 04:26:23 - INFO - Training for patient 232 ...
2025-05-12 04:26:33 - INFO - Training for patient 233 ...
2025-05-12 04:26:41 - INFO - Repeat 2/10 for epsilon 0.71
2025-05-12 04:26:41 - INFO - Training for patient 100 ...
2025-05-12 04:26:52 - INFO - Training for patient 101 ...
2025-05-12 04:27:02 - INFO - Training for patient 103 ...
2025-05-12 04:27:10 - INFO - Training for patient 106 ...
2025-05-12 04:27:18 - INFO - Training for patient 108 ...
2025-05-12 04:27:29 - INFO - Training for patient 109 ...
2025-05-12 04:27:37 - INFO - Training for patient 111 ...
2025-05-12 04:27:45 - INFO - Training for patient 112 ...
2025-05-12 04:27:55 - INFO - Training for patient 113 ...
2025-05-12 04:28:04 - INFO - Training for patient 115 ...
2025-05-12 04:28:14 - INFO - Training for patient 116 ...
2025-05-12 04:28:25 - INFO - Training for patient 117 ...
2025-05-12 04:28:34 - INFO - Training for patient 118 ...
2025-05-12 04:28:45 - INFO - Training for patient 119 ...
2025-05-12 04:28:54 - INFO - Training for patient 121 ...
2025-05-12 04:29:03 - INFO - Training for patient 122 ...
2025-05-12 04:29:16 - INFO - Training for patient 123 ...
2025-05-12 04:29:25 - INFO - Training for patient 124 ...
2025-05-12 04:29:36 - INFO - Training for patient 200 ...
2025-05-12 04:29:44 - INFO - Training for patient 203 ...
2025-05-12 04:29:52 - INFO - Training for patient 205 ...
2025-05-12 04:30:00 - INFO - Training for patient 208 ...
2025-05-12 04:30:11 - INFO - Training for patient 210 ...
2025-05-12 04:30:20 - INFO - Training for patient 212 ...
2025-05-12 04:30:30 - INFO - Training for patient 214 ...
2025-05-12 04:30:39 - INFO - Training for patient 215 ...
2025-05-12 04:30:49 - INFO - Training for patient 219 ...
2025-05-12 04:30:58 - INFO - Training for patient 220 ...
2025-05-12 04:31:06 - INFO - Training for patient 221 ...
2025-05-12 04:31:14 - INFO - Training for patient 228 ...
2025-05-12 04:31:23 - INFO - Training for patient 230 ...
2025-05-12 04:31:34 - INFO - Training for patient 231 ...
2025-05-12 04:31:43 - INFO - Training for patient 232 ...
2025-05-12 04:31:56 - INFO - Training for patient 233 ...
2025-05-12 04:32:05 - INFO - Repeat 3/10 for epsilon 0.71
2025-05-12 04:32:05 - INFO - Training for patient 100 ...
2025-05-12 04:32:15 - INFO - Training for patient 101 ...
2025-05-12 04:32:25 - INFO - Training for patient 103 ...
2025-05-12 04:32:34 - INFO - Training for patient 106 ...
2025-05-12 04:32:45 - INFO - Training for patient 108 ...
2025-05-12 04:32:53 - INFO - Training for patient 109 ...
2025-05-12 04:33:03 - INFO - Training for patient 111 ...
2025-05-12 04:33:11 - INFO - Training for patient 112 ...
2025-05-12 04:33:23 - INFO - Training for patient 113 ...
2025-05-12 04:33:32 - INFO - Training for patient 115 ...
2025-05-12 04:33:41 - INFO - Training for patient 116 ...
2025-05-12 04:33:51 - INFO - Training for patient 117 ...
2025-05-12 04:34:01 - INFO - Training for patient 118 ...
2025-05-12 04:34:11 - INFO - Training for patient 119 ...
2025-05-12 04:34:20 - INFO - Training for patient 121 ...
2025-05-12 04:34:28 - INFO - Training for patient 122 ...
2025-05-12 04:34:37 - INFO - Training for patient 123 ...
2025-05-12 04:34:46 - INFO - Training for patient 124 ...
2025-05-12 04:34:55 - INFO - Training for patient 200 ...
2025-05-12 04:35:02 - INFO - Training for patient 203 ...
2025-05-12 04:35:13 - INFO - Training for patient 205 ...
2025-05-12 04:35:20 - INFO - Training for patient 208 ...
2025-05-12 04:35:31 - INFO - Training for patient 210 ...
2025-05-12 04:35:40 - INFO - Training for patient 212 ...
2025-05-12 04:35:49 - INFO - Training for patient 214 ...
2025-05-12 04:35:59 - INFO - Training for patient 215 ...
2025-05-12 04:36:08 - INFO - Training for patient 219 ...
2025-05-12 04:36:19 - INFO - Training for patient 220 ...
2025-05-12 04:36:28 - INFO - Training for patient 221 ...
2025-05-12 04:36:40 - INFO - Training for patient 228 ...
2025-05-12 04:36:49 - INFO - Training for patient 230 ...
2025-05-12 04:37:00 - INFO - Training for patient 231 ...
2025-05-12 04:37:09 - INFO - Training for patient 232 ...
2025-05-12 04:37:21 - INFO - Training for patient 233 ...
2025-05-12 04:37:28 - INFO - Repeat 4/10 for epsilon 0.71
2025-05-12 04:37:28 - INFO - Training for patient 100 ...
2025-05-12 04:37:39 - INFO - Training for patient 101 ...
2025-05-12 04:37:48 - INFO - Training for patient 103 ...
2025-05-12 04:37:56 - INFO - Training for patient 106 ...
2025-05-12 04:38:06 - INFO - Training for patient 108 ...
2025-05-12 04:38:16 - INFO - Training for patient 109 ...
2025-05-12 04:38:25 - INFO - Training for patient 111 ...
2025-05-12 04:38:34 - INFO - Training for patient 112 ...
2025-05-12 04:38:42 - INFO - Training for patient 113 ...
2025-05-12 04:38:51 - INFO - Training for patient 115 ...
2025-05-12 04:38:58 - INFO - Training for patient 116 ...
2025-05-12 04:39:09 - INFO - Training for patient 117 ...
2025-05-12 04:39:18 - INFO - Training for patient 118 ...
2025-05-12 04:39:27 - INFO - Training for patient 119 ...
2025-05-12 04:39:35 - INFO - Training for patient 121 ...
2025-05-12 04:39:45 - INFO - Training for patient 122 ...
2025-05-12 04:39:53 - INFO - Training for patient 123 ...
2025-05-12 04:40:03 - INFO - Training for patient 124 ...
2025-05-12 04:40:12 - INFO - Training for patient 200 ...
2025-05-12 04:40:21 - INFO - Training for patient 203 ...
2025-05-12 04:40:29 - INFO - Training for patient 205 ...
2025-05-12 04:40:36 - INFO - Training for patient 208 ...
2025-05-12 04:40:46 - INFO - Training for patient 210 ...
2025-05-12 04:40:55 - INFO - Training for patient 212 ...
2025-05-12 04:41:09 - INFO - Training for patient 214 ...
2025-05-12 04:41:19 - INFO - Training for patient 215 ...
2025-05-12 04:41:30 - INFO - Training for patient 219 ...
2025-05-12 04:41:42 - INFO - Training for patient 220 ...
2025-05-12 04:41:52 - INFO - Training for patient 221 ...
2025-05-12 04:42:01 - INFO - Training for patient 228 ...
2025-05-12 04:42:09 - INFO - Training for patient 230 ...
2025-05-12 04:42:17 - INFO - Training for patient 231 ...
2025-05-12 04:42:27 - INFO - Training for patient 232 ...
2025-05-12 04:42:37 - INFO - Training for patient 233 ...
2025-05-12 04:42:46 - INFO - Repeat 5/10 for epsilon 0.71
2025-05-12 04:42:46 - INFO - Training for patient 100 ...
2025-05-12 04:42:56 - INFO - Training for patient 101 ...
2025-05-12 04:43:06 - INFO - Training for patient 103 ...
2025-05-12 04:43:18 - INFO - Training for patient 106 ...
2025-05-12 04:43:27 - INFO - Training for patient 108 ...
2025-05-12 04:43:37 - INFO - Training for patient 109 ...
2025-05-12 04:43:46 - INFO - Training for patient 111 ...
2025-05-12 04:43:55 - INFO - Training for patient 112 ...
2025-05-12 04:44:05 - INFO - Training for patient 113 ...
2025-05-12 04:44:13 - INFO - Training for patient 115 ...
2025-05-12 04:44:24 - INFO - Training for patient 116 ...
2025-05-12 04:44:34 - INFO - Training for patient 117 ...
2025-05-12 04:44:43 - INFO - Training for patient 118 ...
2025-05-12 04:44:54 - INFO - Training for patient 119 ...
2025-05-12 04:45:02 - INFO - Training for patient 121 ...
